Concept_Name,TermType,Template_ID,LOINC_Code,LOINC_Code2,Excluded,Compound,Notes
"Neurological complications (if yes, describe)?",Complications,2.16.840.1.113883.10.20.22.2.37,55109-3,NULL,N,NULL,NULL
Neurological Exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Neurological Examination,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Neurological/Psychiatric Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Neuro-test,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
New Allergies?,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
New complaints or problems?,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
New Patient Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
New Problem 1,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,?
New Problem 2,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,?
New Problem 3,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,?
Next Follow up Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Next Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Next Well Visit,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
NICHQ/Vanderbilt Assessment Scale Scoring Detail,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Night/Bedtime,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
NIPPLE ASSESSMENT,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Non-OR Procedures,Hospital Course Section,1.3.6.1.4.1.19376.1.5.3.1.3.5,8648-8,NULL,N,NULL,NULL
"Notable issues, problems and recommendations",Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Nurse Phone Call,Follow-up contact supplemental information,NULL,42078-6,NULL,N,NULL,?
Nursing Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nursing Assessment (Objective Data),Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nursing Assessment (Objective Data),Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Nursing Assessment/Problem Identification,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Nursing Assessment/Problem Identification,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nursing Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
NURSING PHONE TRIAGE,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition - Initial Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition assessment scheduled/date,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition Drug Interaction,Drug-Nutrient Interactions,N/A,N/A,N/A,N,NULL,NULL
Nutrition Education,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Nutrition Initial Assessment Note,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition OB/GYN History,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,?
Nutrition Pregnancy Initial Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutrition Related Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Nutritional Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Nutritional Diagnosis/Problem(s),Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Nutritional Diagnosis/Problems(s),Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Nutritional Management,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Nutrition-Drug Interaction,Drug-Nutrient Interactions,N/A,N/A,N/A,N,NULL,NULL
NYHA Classification,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
OB ULTRASOUND REPORT,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
OB/GYN History,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,?shall we separate and set up OB/GYN section
Obesity Related Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Obesity Risk Factor Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Objective,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Objective (Progress Note),Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Objective Data,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,?
Objective Exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,?
Objective Findings,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,? Should this be findings?
Objective Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Objective Tinnitus,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,?
Objective/MSE,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,?
Objectives,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Obstectrical History,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Obstetric ROS,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Obstetrical History,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Obstetrical Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Occupational Therapy,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,?
Ocular allergies,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
Ocular History/Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Ocular Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Ocular Medications (OTC only),Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Ocular Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Ocular Procedures Performed,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
OD/OS,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Office Hysteroscopy,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Office Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Office Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Office testing,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Office Tests,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
OMT,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
On physical exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Oncologic History,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Oncology Staging,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
operation,Operative Note Surgical Procedure Section,2.16.840.1.113883.10.20.7.14,10223-6,NULL,N,NULL,NULL
operations,Operative Note Surgical Procedure Section,2.16.840.1.113883.10.20.7.14,10223-6,NULL,N,NULL,NULL
Operations / Conditions / Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Operative findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Operative Letter,Addendum,N/A,55107-7,NULL,N,NULL,NULL
Operative Note Fluid Section,Operative Note Fluid Section,2.16.840.1.113883.10.20.7.12,10216-0,NULL,N,NULL,NULL
Operative procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Ophth - OS,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Ophthalmic Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Ophthalmologist,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Ophthalmology Reason For Visit,Reason for Visit Section,2.16.840.1.113883.10.20.22.2.12,29299-5,NULL,N,NULL,NULL
Opioid Pain Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Optic Nerve & RNFL Testing,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Optic Nerve Evaluation,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
OR Procedure to be Scheduled?,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Oral Agents-Insulin-Acute Complications,Complications,2.16.840.1.113883.10.20.22.2.37,55109-3,NULL,N,NULL,NULL
Ordered Labs,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Ortho Surgical Booking,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Other Activity Restriction,Hospital Discharge Instructions,2.16.840.1.113883.10.20.22.2.41,8653-8,NULL,N,NULL,NULL
OTHER DANGER SIGNS,Hospital Discharge Instructions,2.16.840.1.113883.10.20.22.2.41,8653-8,NULL,N,NULL,NULL
Other eye diseases,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Other Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Other Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Other GYN,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Other Medical Diagnoses,Diagnosis Section,NULL,29548-5,NULL,N,NULL,NULL
other medical problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Other Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Other Medications Given,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Other Others in household,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Other Pain Diagnoses,Diagnosis Section,NULL,29548-5,NULL,N,NULL,?
Other Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Other Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Other Procedures-,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Other Procedures/Comments,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Other sig findings (sensory etc),Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Other Surgeries / Procedures,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Other Test Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Other/Health Other,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Out of Gym/Sports/Work,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Outpatient Pediatric Nutrition Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Overnight Events,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Pachymetry,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,Y,NULL,NULL
Pain Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
PAIN ASSESSMENT - MA,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Assessment History,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Beliefs and Behaviors,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Pain Comment Pain Diagnoses,Diagnosis Section,NULL,29548-5,NULL,N,NULL,NULL
Pain Diagnosis,Diagnosis Section,NULL,29548-5,NULL,N,NULL,NULL
Pain History Assessment Reviewed and Updated,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Level - Post Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Pain Level - Pre Procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Pain Level Re-Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Medications(s),Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Pain Rating (use pain assessment),Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Re-Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Pain Treatment Pain Treatment,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
PALLIATIVE CARE REVIEW,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Parent medical history,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Parental Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Participation Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Past Anesthesia,Anesthesia Section,2.16.840.1.113883.10.20.22.2.25,59774-0,NULL,N,NULL,NULL
Past Anesthesia Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Past GU History,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
past gyn history,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Past History,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
past history section,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Past Med,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Med Hx,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
past medical history,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medical History and ROS,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medical Hx,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medical Problems,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
past medical/surgical history,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medication,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medication History,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medication Hx,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medications,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medications for skin problems,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medications History,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Medications Hx,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Meds,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
Past Meds Hx,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,10160-0,N,Y,NULL
past ob history,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Past pap/colpo history,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
past psychiatric history,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
past surgical history,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Past Visits,History of Past Illness Section,2.16.840.1.113883.10.20.22.2.20,11348-0,NULL,N,NULL,NULL
Path Results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Pathology results,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Pathology results discussed,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Patient  / Family history of PEs,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient / Family history of DVTs,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient / Family history of Liver Problems,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient able to demonstrate,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Patient Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Patient Assessment (per patient report),Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Patient comes for,Chief Complaint Section/ Reason for Visit,2.16.840.1.113883.10.20.22.2.13,46239-0,NULL,N,NULL,NULL
Patient Counseling and Interventions,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Patient Counseling/Education,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Patient Education,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Patient given information regarding possible reproductive concerns pertinent to Nursing Assessment or Patient Education Flowsheet?,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Patient Goals,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,NULL
Patient had breathing or swallowing problems with the initial polio,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has family history of arthritis,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient has family history of diabetes,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient has family history of heart disease,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient has had history of allergies or immunologic problems,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
Patient has had history of allergies or immunologic problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
"Patient has had history of ear, nose, mouth or throat problems",Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of eye problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of gastrointestinal problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of genitourinary problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of musculoskeletal problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of neurological problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of psychiatric problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of respiratory problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has had history of thyroid problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has new breathing problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient has new swallowing problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient History and Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Patient Information,Patient information - acute-CARE,NULL,69326-7,NULL,N,NULL,NULL
Patient Instructed to Finish All Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Patient Instructions,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Patient Journal Summary,Document Summary,N/A,55112-7,NULL,N,NULL,?
Patient Labs,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Patient Name,Patient information - acute-CARE,NULL,69326-7,NULL,N,NULL,NULL
Patient Outcome Scores,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Patient Reported Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Patient Representative,Patient information - acute-CARE,NULL,69326-7,NULL,N,NULL,?
Patient Signature,Patient information - acute-CARE,NULL,69326-7,NULL,N,NULL,?
Patient To Do Test,Plan of Care Section,2.16.840.1.113883.10.20.22.2.10,18776-5,NULL,N,NULL,NULL
Patient tolerated procedure,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Patient tolerated procedure well,Procedures Section,2.16.840.1.113883.10.20.22.2.7,47519-4,NULL,N,NULL,NULL
Patient Treament Notes Objective Findings,Objective, 2.16.840.1.113883.10.20.21.2.1,61149-1,NULL,N,NULL,?
Patient Treament Notes Objective Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Patient understanding,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,?
Patient/Family history of DVTs,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient/Family history of Liver Problems,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient/Family history of Liver Problems,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Patient/Family history of PEs,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Patient`s physical exam was normal,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Patient's attending,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
Patient's data,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Payers,Payers,2.16.840.1.113883.10.20.22.2.18,48768-6,NULL,N,NULL,NULL
PCP,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
PCP Phone,Attending physician name?,NULL,52526-1,NULL,N,NULL,NULL
PE,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Pedi chief complaint,Chief Complaint Section,1.3.6.1.4.1.19376.1.5.3.1.1.13.2.1,10154-3,NULL,N,NULL,NULL
Pedi problem list,Problem Section,2.16.840.1.113883.10.20.22.2.5,11450-5,NULL,N,NULL,NULL
Pediatric Outreach,Attending physician name?,NULL,52526-1,NULL,N,NULL,?
Pelvic Exam,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Pelvic Examination,Physical Exam Section,2.16.840.1.113883.10.20.2.10,29545-1,NULL,N,NULL,NULL
Pelvic Examination Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Pentamidine Treatment,Interventions,2.16.840.1.113883.10.20.21.2.3,62387-6,NULL,N,NULL,NULL
Peripheral line culture,Laboratory Test Section,NULL,34075-2,NULL,N,NULL,NULL
Peripheral venous assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
Personal and social history,Social History,2.16.840.1.113883.10.20.22.2.17,29762-2,NULL,N,NULL,NULL
Pertinent Family History,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Pertinent Laboratory Findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Pertinent Medical History,Medical (General) History,2.16.840.1.113883.10.20.22.2.39,11329-0,NULL,N,NULL,NULL
Pertinent Medications,Medication Section,2.16.840.1.113883.10.20.22.2.1,10160-0,NULL,N,NULL,NULL
Pertinent Review of Systems,Review of Systems Section,1.3.6.1.4.1.19376.1.5.3.1.3.18,10187-3,NULL,N,NULL,NULL
Pertinent test results/physical findings,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,NULL
Pertinent test results/physical findings,Findings Section,2.16.840.1.113883.10.20.6.1.2,18782-3,NULL,N,NULL,NULL
Pharmacist`s Assessment,Assessment Section,2.16.840.1.113883.10.20.22.2.8,51848-0,NULL,N,NULL,NULL
PHM/FH/Meds/Allergies/ROS,Allergies Section,2.16.840.1.113883.10.20.22.2.6,48765-2,NULL,N,NULL,NULL
PHM/FH/Meds/Allergies/ROS,Family History Section,2.16.840.1.113883.10.20.22.2.15,10157-6,NULL,N,NULL,NULL
Phone Call,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Phone Call Follow Up,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,NULL
Photo / HRT / VF,Results Section,2.16.840.1.113883.10.20.22.2.3,30954-2,NULL,N,NULL,?
Photo Letter,Encounters,2.16.840.1.113883.10.20.22.2.22,46240-8,NULL,N,NULL,?
