nlp_Problem_Term,PPL_Id,Snomed_Concept_Id,Snomed_Preferred_Term,UMLS_CUI,Snomed_Description_Id,Snomed_Description,Snomed_Description_Type,ICD9_Code,ICD9_Description,ICD10_Code,ICD10_Description,STY,Excluded,ProblemCategory,Source
Abnormal testosterone,1528,131076004,Abnormal testosterone,C0860944,210760017,Abnormal testosterone,1,259.8,Other specified endocrine disorders,E34.8,Other specified endocrine disorders,Finding,N,NULL,PEPrL
Abnormal tooth eruption,NULL,234949000,Tooth eruption disorder,C0012767,2535951012,Abnormal tooth eruption,2,520.6,Tooth eruption disturb,K00.6,Disturbances in tooth eruption,Pathologic Function,N,NULL,MTERMS
Abnormal tooth restoration,NULL,109728009,Defective dental restoration,C1290739,174388018,Abnormal tooth restoration,2,V45.84,Dental restoration status,K08.50,"Unsatisfactory restoration of tooth, unspecified",Finding,N,NULL,MTERMS
Abnormal ultrasonic finding on antenatal screening of mother,NULL,169665005,Antenatal ultrasound scan abnormal,C0420948,1784777016,Abnormal ultrasonic finding on antenatal screening of mother,2,793.99,Other nonspecific (abnormal) findings on radiological and other examinations of body structure,O28.3,Abnormal ultrasonic finding on antenatal screening of mother,Finding,N,NULL,MTERMS
Abnormal urine,NULL,102866000,Abnormal urine,C0235639,166266018,Abnormal urine,1,791.9,Other nonspecific findings on examination of urine,R82.90,Unspecified abnormal findings in urine,Finding,N,NULL,PEPrL and Subset
Abnormal vaginal bleeding,1265,301822002,Abnormal vaginal bleeding,C0578503,443305015,Abnormal vaginal bleeding,1,623.8,Hemorrhage of vagina,N89.8,Other specified noninflammatory disorders of vagina,Finding,N,NULL,PEPrL and Subset
Abnormal vision,456,7973008,Abnormal vision,C3665386,14189015,Abnormal vision,1,438.7,"Late effects of cerebrovascular disease, disturbances of vision",H54.7,Unspecified visual loss,Finding,N,NULL,PEPrL and Subset
Abnormal voice,NULL,38160000,Abnormal voice,C1527340,64800019,Abnormal voice,1,784.4,"Voice and resonance disorder, unspecified",R49.9,Unspecified voice and resonance disorder,Disease or Syndrome,N,NULL,Subset
Abnormal weight gain,NULL,161833006,Abnormal weight gain,C0332544,252194018,Abnormal weight gain,1,783.1,Abnormal weight gain,R63.5,Abnormal weight gain,Sign or Symptom,N,NULL,Subset
Abnormal weight loss,NULL,267024001,Abnormal weight loss,C0936227,397867018,Abnormal weight loss,1,42,AIDS,B20,Human immunodeficiency virus [HIV] disease,Finding,N,NULL,Subset
Abnormality of fetal heart,NULL,473383000,Abnormality of fetal heart,C3532849,2956486018,Abnormality of fetal heart,1,779.8,Perivent leukomalacia,P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",Disease or Syndrome,N,NULL,PEPrL
ABO haemolytic  of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,485337017,ABO haemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO haemolytic disease of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,485337017,ABO haemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO HDN - ABO haemolytic  of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,1216407017,ABO HDN - ABO haemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO HDN - ABO haemolytic disease of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,1216407017,ABO HDN - ABO haemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO HDN - ABO hemolytic  of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,1217901017,ABO HDN - ABO hemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO HDN - ABO hemolytic disease of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,1217901017,ABO HDN - ABO hemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO hemolytic  of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,54844018,ABO hemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO hemolytic disease of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,54844018,ABO hemolytic disease of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO isoimmunisation of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,485339019,ABO isoimmunisation of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
ABO isoimmunization of the newborn,NULL,32858009,Hemolytic disease of fetus OR newborn due to ABO immunization,C0270202,54843012,ABO isoimmunization of the newborn,2,773.1,NB hemolyt dis-abo isoim,P55.1,ABO isoimmunization of newborn,Disease or Syndrome,N,NULL,MTERMS
Aborted ectopic pregnancy,NULL,17433009,Ruptured ectopic pregnancy,C0392534,195822011,Aborted ectopic pregnancy,2,633.9,Ectpc prg NEC w int preg,O00.9,"Ectopic pregnancy, unspecified",Disease or Syndrome,N,NULL,MTERMS
abortion  incomplete,1320,16863000,Incomplete miscarriage,C0000810,NULL,NULL,NULL,637.91,"Unspecified abortion, incomplete, without mention of complication",O06.4,(Induced) termination of pregnancy with other complications,Pathologic Function,N,NULL,MTERMS
abortion  induced,1271,57797005,Termination of pregnancy,C1704300,NULL,NULL,NULL,637.9,"Unspecified abortion, without mention of complication, unspecified",Z33.2,Encounter for elective termination of pregnancy,Finding,N,NULL,MTERMS
abortion  missed,1279,16607004,Missed miscarriage,C0000814,NULL,NULL,NULL,632,Missed abortion,O02.1,Missed abortion,Disease or Syndrome,N,NULL,MTERMS
abortion  spontaneous,1277,17369002,Miscarriage,C0000786,NULL,NULL,NULL,634.9,"Spontaneous abortion, unspecified, without mention of complication",O03.9,Complete or unsp spontaneous abortion without complication,Pathologic Function,N,NULL,MTERMS
Abrasion,NULL,399963005,Abrasion,C1302752,1779244012,Abrasion,1,919,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection",T14.8,Other injury of unspecified body r,Injury or Poisoning,N,NULL,Subset
Abrasion of eye region,NULL,283050005,Abrasion of eye region,C0560948,421516010,Abrasion of eye region,1,371.82,Corneal dsdr contct lens,H18.829,"Corneal disorder due to contact lens, unspecified eye",Injury or Poisoning,N,NULL,PEPrL
Abrasion of face,NULL,210987008,Abrasion of face,C0432794,322074013,Abrasion of face,1,910,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",A51.0,Primary genital syphilis,Injury or Poisoning,N,NULL,Subset
Abrasion of lower limb,NULL,283062009,Abrasion of lower limb,C0560960,421531018,Abrasion of lower limb,1,916,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection",S80.819?,"Abrasion, unspecified lower leg, episode of care unspecified",Injury or Poisoning,N,NULL,Subset
"Abrasion, face",NULL,210987008,Abrasion of face,C0432794,322077018,"Abrasion, face",2,910,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",A51.0,Primary genital syphilis,Injury or Poisoning,N,NULL,MTERMS
abrasion/skin ulceration,NULL,399963005,Abrasion,C1302752,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Injury or Poisoning,N,wound,Readmission
Abruptio placentae,NULL,415105001,Placental abruption,C0000832,2537193013,Abruptio placentae,2,641.2,"Premature separation of placenta, unspecified as to episode of care or not applicable",O45.8X9,"Other premature separation of placenta, unsp trimester",Pathologic Function,N,NULL,MTERMS
ABS - Acute brain condition,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - Acute brain disease,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - Acute brain disorder,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - Acute brain syndrome,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - brain condition,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - brain disease,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - brain disorder,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
ABS - brain syndrome,868,2776000,Delirium,C0011206,483658016,ABS - Acute brain syndrome,2,293,Delirium due to conditions classified elsewhere,R41.0,"Disorientation, unspecified",Mental or Behavioral Dysfunction,N,NULL,MTERMS
Abscess,523,128477000,Abscess,C0000833,474437019,Abscess,1,682.9,Cellulitis and abscess of unspecified sites,L02.91,"Cutaneous abscess, unspecified",Disease or Syndrome,N,NULL,PEPrL and Subset
Abscess of axilla,NULL,13802001,Abscess of axilla,C0263115,23527015,Abscess of axilla,1,682.3,Cellulitis of arm,L03.10,Acute lymphangitis of unspecified toe,Disease or Syndrome,N,NULL,Subset
Abscess of back,NULL,309083007,Abscess of back,C0586556,452422015,Abscess of back,1,682.2,Cellulitis of trunk,L02.212,"Cutaneous abscess of back [any part, except buttock]",Disease or Syndrome,N,NULL,Subset
Abscess of Bartholin gland,1524,67624004,Abscess of Bartholin's gland,C0004766,2840195016,Abscess of Bartholin gland,2,616.3,Abscess of Bartholin's gland,N75.1,Abscess of Bartholin's gland,Pathologic Function,N,NULL,MTERMS
Abscess of Bartholin's gland,1524,67624004,Abscess of Bartholin's gland,C0004766,112300013,Abscess of Bartholin's gland,1,616.3,Abscess of Bartholin's gland,N75.1,Abscess of Bartholin's gland,Pathologic Function,N,NULL,PEPrL and Subset
Abscess of breast,NULL,28432003,Abscess of breast,C0151463,47587013,Abscess of breast,1,771.5,Neonatal infec mastitis,P39.0,Neonatal infective mastitis,Disease or Syndrome,N,NULL,Subset
Abscess of buttock,NULL,64576003,Abscess of buttock,C0263118,107316012,Abscess of buttock,1,682.5,Cellulitis of buttock,L03.317,Cellulitis of buttock,Disease or Syndrome,N,NULL,Subset
Abscess of eyelid,NULL,76126009,Abscess of eyelid,C0155175,126431017,Abscess of eyelid,1,373.13,Abscess of eyelid,H00.039,"Abscess of eyelid unspecified eye, unspecified eyelid",Disease or Syndrome,N,NULL,PEPrL
Abscess of face,NULL,200751004,Abscess of face,C0263097,308455014,Abscess of face,1,682,Cellulitis of face,L02.01,Cutaneous abscess of face,Disease or Syndrome,N,NULL,Subset
Abscess of gluteal region,NULL,64576003,Abscess of buttock,C0263118,107317015,Abscess of gluteal region,2,682.5,Cellulitis of buttock,L03.317,Cellulitis of buttock,Disease or Syndrome,N,NULL,MTERMS
Abscess of jaw,NULL,16119006,Abscess of jaw,C0266963,27278010,Abscess of jaw,1,526.4,Inflammation of jaw,M27.2,Inflammatory conditions of jaws,Disease or Syndrome,N,NULL,PEPrL
Abscess of lateral pharyngeal space,NULL,84889008,Parapharyngeal abscess,C0155842,1234991011,Abscess of lateral pharyngeal space,2,478.22,Parapharyngeal abscess,J39.0,Retropharyngeal and parapharyngeal abscess,Disease or Syndrome,N,NULL,MTERMS
Abscess of liver,NULL,27916005,Abscess of liver,C0023885,46731011,Abscess of liver,1,572,Abscess of liver,K75.0,Abscess of liver,Disease or Syndrome,N,NULL,Subset
Abscess of lung,NULL,73452002,Abscess of lung,C0024110,121974010,Abscess of lung,1,513,Abscess of lung,J85.2,Abscess of lung without pneumonia,Disease or Syndrome,N,NULL,Subset
Abscess of neck,NULL,6284004,Abscess of neck,C0702176,11434014,Abscess of neck,1,682.1,Cellulitis of neck,L02.11,Cutaneous abscess of neck,Disease or Syndrome,N,NULL,Subset
Abscess of oral tissue,NULL,81546003,Abscess of oral tissue,C0267003,135273014,Abscess of oral tissue,1,528.3,Cellulitis and abscess of oral soft tissues,K12.2,Cellulitis and abscess of mouth,Disease or Syndrome,N,NULL,PEPrL
Abscess of parapharyngeal space,NULL,84889008,Parapharyngeal abscess,C0155842,1234990012,Abscess of parapharyngeal space,2,478.22,Parapharyngeal abscess,J39.0,Retropharyngeal and parapharyngeal abscess,Disease or Syndrome,N,NULL,MTERMS
Abscess of perineum,NULL,35708002,Abscess of perineum,C0263111,59560010,Abscess of perineum,1,682.2,Cellulitis of trunk,L02.215,Cutaneous abscess of perineum,Pathologic Function,N,NULL,PEPrL
Abscess of scrotum,NULL,27717006,Abscess of scrotum,C0238418,46395018,Abscess of scrotum,1,608.4,Male gen inflam dis NEC,N49.2,Inflammatory disorders of scrotum,Disease or Syndrome,N,NULL,Subset
Abscess of skin and subcutaneous tissue,NULL,31928004,Abscess of skin AND/OR subcutaneous tissue,C0149777,53359012,"Abscess of skin and subcutaneous tissue, NOS",2,682.9,Cellulitis and abscess of unspecified sites,L02.91,"Cutaneous abscess, unspecified",Pathologic Function,N,NULL,MTERMS
Abscess of skin AND/OR subcutaneous tissue,NULL,31928004,Abscess of skin AND/OR subcutaneous tissue,C0149777,53358016,Abscess of skin AND/OR subcutaneous tissue,1,682.9,Cellulitis and abscess of unspecified sites,L02.91,"Cutaneous abscess, unspecified",Pathologic Function,N,NULL,PEPrL and Subset
Abscess of tonsil,NULL,33261009,Abscess of tonsil,C0238469,55507017,Abscess of tonsil,1,475,Peritonsillar abscess,J36,Peritonsillar abscess,Disease or Syndrome,N,NULL,Subset
Abscess of vulva,NULL,69430001,Abscess of vulva,C0262666,115336016,Abscess of vulva,1,616.4,Other abscess of vulva,N76.4,Abscess of vulva,Disease or Syndrome,N,NULL,PEPrL and Subset
Absence of bladder continence,203,165232002,Urinary incontinence,C0042024,1494855015,Absence of bladder continence,2,788.3,"Urinary incontinence, unspecified",R32,Unspecified urinary incontinence,Pathologic Function,N,NULL,MTERMS
Absence of breast,NULL,248802009,Absence of breast,C0425775,371333019,Absence of breast,1,611.89,Other specified disorders of breast,N64.89,Other specified disorders of breast,Finding,N,NULL,Subset
Absence of interventricular septum,568,30288003,Ventricular septal defect,C0018818,50696011,Absence of interventricular septum,2,745.4,Ventricular sept defect,Q21.0,Ventricular septal defect,Anatomical Abnormality,N,NULL,MTERMS
Absence of lens,NULL,24010005,Aphakia,C0003534,40306017,Absence of lens,2,379.31,Aphakia,H27.0,Unspecified cataract,Anatomical Abnormality,N,NULL,MTERMS
Absence of menstruation,16,14302001,Amenorrhea,C0002453,24317019,Absence of menstruation,2,626,Absence of menstruation,N91.2,"Amenorrhea, unspecified",Disease or Syndrome,N,NULL,MTERMS
Absence of sensation,982,33653009,Absence of sensation,C0278134,485590017,Absence of sensation,1,782,Skin sensation disturb,R20.0,Anesthesia of skin,Sign or Symptom,N,NULL,PEPrL
Absence of sense of taste,553,36955009,Loss of taste,C2364111,61647013,Absence of sense of taste,2,781.1,Disturbances of sensation of smell and taste,R43.8,Other disturbances of smell and taste,Sign or Symptom,N,NULL,MTERMS
Absence of tooth - acquired,NULL,37320007,Acquired absence of teeth,C0080233,486690015,Absence of tooth - acquired,2,525.1,Acq absence of teeth NOS,K08.109,"Complete loss of teeth, unspecified cause, unspecified class",Acquired Abnormality,N,NULL,MTERMS
Absence of voice,NULL,44564008,Loss of voice,C0003564,74338010,Absence of voice,2,784.41,Aphonia,R49.1,Aphonia,Sign or Symptom,N,NULL,MTERMS
Absence seizure,NULL,79631006,Absence seizure,C0014553,504161016,Absence seizure,1,780.39,Other convulsions,G40.309,"Gen idiopathic epilepsy, not intractable, w/o stat epi",Disease or Syndrome,N,NULL,PEPrL and Subset
Absence seizures,NULL,79631006,Absence seizure,C0014553,132110018,Absence seizures,2,780.39,Other convulsions,G40.309,"Gen idiopathic epilepsy, not intractable, w/o stat epi",Disease or Syndrome,N,NULL,MTERMS
